timestamp,process_id,event_type,event_details
2025-03-01 09:00:18,9985,registry,Operation: create | Key: HKEY_CURRENT_USER\SOFTWARE/Microsoft/Office/16.0 | User: janedoe
2025-03-01 09:00:18,8365,process_start,Executable: C:/Program Files (x86)/powershell.exe | User: user1
2025-03-01 09:00:19,7609,process_start,Executable: C:/Program Files (x86)/powershell.exe | User: user1
2025-03-01 09:00:20,9261,file,Operation: write | File: C:/Users/JohnDoe/Documents/report.docx | User: admin
2025-03-01 09:00:20,5634,network,SrcIP: 27.165.223.115:54511 → DstIP: 44.45.97.188:8080 | User: admin
2025-03-01 09:00:20,1257,registry,Operation: delete | Key: HKEY_CURRENT_USER\SOFTWARE/Oracle/Java | User: janedoe
2025-03-01 09:00:21,3354,network,SrcIP: 119.249.29.182:24216 → DstIP: 2.235.168.152:80 | User: johndoe
2025-03-01 09:00:21,6285,network,SrcIP: 136.98.44.12:54108 → DstIP: 162.49.104.17:80 | User: johndoe
2025-03-01 09:00:21,15150,process_start,Executable: C:/Users/Admin/Downloads/image_resizer.exe | User: admin
2025-03-01 09:00:22,15150,file,Operation: write | File: C:/Users/Admin/AppData/Local/Temp/system_update.exe | User: admin
2025-03-01 09:00:23,2904,network,SrcIP: 248.95.108.94:36044 → DstIP: 21.132.54.222:80 | User: janedoe
2025-03-01 09:00:24,5530,registry,Operation: create | Key: HKEY_LOCAL_MACHINE\SOFTWARE/Microsoft/Office/16.0 | User: johndoe
2025-03-01 09:00:24,5828,registry,Operation: delete | Key: HKEY_LOCAL_MACHINE\SOFTWARE/Google/Chrome | User: user1
2025-03-01 09:00:25,4411,file,Operation: write | File: C:/Windows/System32/data.csv | User: janedoe
2025-03-01 09:00:26,9954,process_start,Executable: C:/Windows/SysWOW64/explorer.exe | User: admin
2025-03-01 09:00:27,8501,process_start,Executable: C:/Windows/SysWOW64/svchost.exe | User: johndoe
2025-03-01 09:00:28,8359,file,Operation: read | File: C:/Program Files/Common Files/report.docx | User: user1
2025-03-01 09:00:28,8550,network,SrcIP: 46.236.56.169:48344 → DstIP: 224.81.125.236:80 | User: admin
2025-03-01 09:00:28,5794,registry,Operation: delete | Key: HKEY_LOCAL_MACHINE\SOFTWARE/Google/Chrome | User: johndoe
2025-03-01 09:00:30,2572,process_start,Executable: C:/Users/JohnDoe/AppData/Local/Programs/excel.exe | User: admin
2025-03-01 09:00:31,9673,file,Operation: write | File: ###CORRUPT###C:/Users/JohnDoe/Documents/readme.txt | User: admin
2025-03-01 09:00:31,8303,registry,Operation: create | Key: HKEY_LOCAL_MACHINE\SOFTWARE/Microsoft/Office/16.0 | User: admin
2025-03-01 09:00:32,1823,network,SrcIP: 175.211.230.134:46882 → DstIP: 225.21.29.125:8080 | User: user1
2025-03-01 09:00:33,5837,process_start,Executable: C:/Program Files (x86)/svchost.exe | User: admin
2025-03-01 09:00:33,9510,process_start,Executable: C:/Program Files (x86)/notepad.exe | User: johndoe
2025-03-01 09:00:34,6634,process_start,Executable: C:/Program Files (x86)/excel.exe | User: janedoe
2025-03-01 09:00:34,5831,network,SrcIP: 8.227.63.180:12636 → DstIP: 249.192.183.198:8080 | User: admin
2025-03-01 09:00:34,3274,file,Operation: write | File: C:/Users/JohnDoe/Documents/data.csv | User: admin
2025-03-01 09:00:35,9976,registry,Operation: create | Key: HKEY_CURRENT_USER\SOFTWARE/Microsoft/Windows NT/CurrentVersion | User: admin
2025-03-01 09:00:35,8314,registry,Operation: create | Key: HKEY_LOCAL_MACHINE\SOFTWARE/Oracle/Java | User: janedoe
2025-03-01 09:00:38,7737,file,Operation: write | File: C:/Users/JohnDoe/Documents/log.txt | User: admin
2025-03-01 09:00:39,3803,file,Operation: write | File: C:/Program Files/Common Files/readme.txt | User: user1
2025-03-01 09:00:39,7979,process_start,Executable: C:/Windows/System32/notepad.exe | User: user1
2025-03-01 09:00:40,6821,file,Operation: read | File: C:/Program Files/data.csv | User: johndoe
2025-03-01 09:00:41,15151,process_start,Executable: C:/Users/Admin/AppData/Local/Temp/system_update.exe | User: admin
2025-03-01 09:00:41,7730,network,SrcIP: 154.126.132.216:27841 → DstIP: 175.158.104.139:8080 | User: janedoe
2025-03-01 09:00:42,2680,file,Operation: read | File: C:/Windows/System32/report.docx | User: user1
2025-03-01 09:00:42,15151,registry,Operation: create | Key: HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Run | Value: SystemUpdateService = C:/Users/Admin/AppData/Local/Temp/system_update.exe | User: admin
2025-03-01 09:00:42,9782,file,Operation: read | File: C:/Program Files/Common Files/data.csv | User: janedoe
2025-03-01 09:00:42,5655,registry,Operation: modify | Key: HKEY_LOCAL_MACHINE\SOFTWARE/Oracle/Java | User: janedoe
2025-03-01 09:00:42,9369,registry,Operation: delete | Key: HKEY_CURRENT_USER\SOFTWARE/Oracle/Java | User: admin
2025-03-01 09:00:43,6432,process_start,Executable: C:/Program Files (x86)/chrome.exe | User: johndoe
2025-03-01 09:00:43,4012,network,SrcIP: 172.177.217.109:12755 → DstIP: 158.97.195.191:8080 | User: user1
2025-03-01 09:00:43,3871,process_start,Executable: C:/Program Files (x86)/winword.exe | User: johndoe
2025-03-01 09:00:43,3258,network,SrcIP: 87.20.139.234:9586 → DstIP: 169.41.170.16:8080 | User: admin
2025-03-01 09:00:43,7775,file,Operation: read | File: C:/Windows/SysWOW64/report.docx | User: user1
2025-03-01 09:00:44,2771,network,SrcIP: 200.171.14.122:14911 → DstIP: 73.83.54.33:8080 | User: johndoe
2025-03-01 09:00:44,6134,registry,Operation: create | Key: HKEY_LOCAL_MACHINE\SOFTWARE/Oracle/Java | User: admin
2025-03-01 09:00:45,9976,registry,Operation: modify | Key: HKEY_CURRENT_USER\SOFTWARE/Google/Chrome | User: janedoe
2025-03-01 09:00:46,9507,registry,Operation: delete | Key: HKEY_LOCAL_MACHINE\SOFTWARE/Google/Chrome | User: admin
2025-03-01 09:00:46,3750,process_start,Executable: C:/Program Files/winword.exe | User: user1
2025-03-01 09:00:46,15152,process_start,Executable: C:/Users/Admin/AppData/Local/Temp/system_update.exe | User: admin
2025-03-01 09:00:48,2481,file,Operation: write | File: C:/Windows/SysWOW64/config.ini | User: admin
2025-03-01 09:00:48,8474,registry,Operation: modify | Key: HKEY_CURRENT_USER\SOFTWARE/Microsoft/Office/16.0 | User: user1
2025-03-01 09:00:49,7022,network,SrcIP: 126.162.28.184:26328 → DstIP: 102.75.218.189:443 | User: johndoe
2025-03-01 09:00:50,2323,registry,Operation: create | Key: HKEY_CURRENT_USER\SOFTWARE/Microsoft/Windows NT/CurrentVersion | User: user1
2025-03-01 09:00:55,7818,file,Operation: read | File: C:/Program Files/Common Files/config.ini | User: janedoe
2025-03-01 09:00:55,5949,registry,Operation: create | Key: HKEY_CURRENT_USER\SOFTWARE/Microsoft/Office/16.0 | User: user1
2025-03-01 09:00:57,3662,process_start,Executable: C:/Program Files/explorer.exe | User: johndoe
2025-03-01 09:00:57,9880,registry,Operation: create | Key: HKEY_CURRENT_USER\SOFTWARE/Adobe/Acrobat Reader | User: janedoe
2025-03-01 09:00:57,4346,file,Operation: read | File: C:/Program Files/data.csv | User: janedoe
2025-03-01 09:00:57,2323,file,Operation: write | File: C:/Windows/SysWOW64/config.ini | User: johndoe
2025-03-01 09:01:00,2832,registry,Operation: delete | Key: HKEY_CURRENT_USER\SOFTWARE/Microsoft/Windows NT/CurrentVersion | User: janedoe
2025-03-01 09:01:01,15154,process_start,Executable: C:/Users/Admin/AppData/Local/Temp/system_update.exe | User: admin
2025-03-01 09:01:01,4139,file,Operation: read | File: C:/Windows/System32/readme.txt | User: user1
2025-03-01 09:01:01,2226,network,SrcIP: 54.202.219.61:22216 → DstIP: 60.109.54.182:80 | User: janedoe
2025-03-01 09:01:01,5285,registry,Operation: create | Key: HKEY_LOCAL_MACHINE\SOFTWARE/Adobe/Acrobat Reader | User: janedoe
2025-03-01 09:01:02,7642,process_start,Executable: C:/Windows/SysWOW64/excel.exe | User: admin
2025-03-01 09:01:02,15154,network,SrcIP: 192.168.1.10:54321 → DstIP: 192.168.1.100:8080 | User: admin
2025-03-01 09:01:03,5695,file,Operation: write | File: C:/Program Files/readme.txt | User: user1
2025-03-01 09:01:03,7745,network,SrcIP: 175.76.148.83:53438 → DstIP: 78.249.147.33:443 | User: janedoe
2025-03-01 09:01:06,2926,file,Operation: read | File: C:/Program Files/config.ini | User: admin
2025-03-01 09:01:06,6657,network,SrcIP: 201.2.236.145:23135 → DstIP: 34.206.18.20:8080 | User: admin
2025-03-01 09:01:06,9485,network,SrcIP: 140.85.193.110:25289 → DstIP: 90.107.97.7:443 | User: johndoe
2025-03-01 09:01:10,8612,file,Operation: read | File: C:/Program Files/log.txt | User: janedoe
2025-03-01 09:01:10,1794,file,Operation: read | File: C:/Users/JohnDoe/Documents/log.txt | User: user1
2025-03-01 09:01:11,15153,process_start,Executable: C:/Users/Admin/AppData/Local/Temp/system_update.exe | User: admin
2025-03-01 09:01:11,8245,network,SrcIP: 40.113.96.58:54687 → DstIP: 107.235.39.59:80 | User: janedoe
2025-03-01 09:01:11,4570,file,Operation: write | File: C:/Program Files/config.ini | User: admin
2025-03-01 09:01:13,5025,registry,Operation: delete | Key: HKEY_LOCAL_MACHINE\SOFTWARE/Microsoft/Windows NT/CurrentVersion | User: user1
2025-03-01 09:01:13,5415,registry,Operation: modify | Key: HKEY_CURRENT_USER\SOFTWARE/Google/Chrome | User: user1
2025-03-01 09:01:14,6409,file,Operation: read | File: C:/Program Files/readme.txt | User: janedoe
2025-03-01 09:01:14,1953,file,Operation: read | File: C:/Users/JohnDoe/Documents/report.docx | User: user1
2025-03-01 09:01:15,6465,process_start,Executable: C:/Program Files (x86)/explorer.exe | User: johndoe
2025-03-01 09:01:15,9013,registry,Operation: delete | Key: HKEY_LOCAL_MACHINE\SOFTWARE/Oracle/Java | User: user1
2025-03-01 09:01:18,9967,registry,Operation: modify | Key: HKEY_LOCAL_MACHINE\SOFTWARE/Google/Chrome | User: user1
2025-03-01 09:01:20,7105,registry,Operation: delete | Key: HKEY_LOCAL_MACHINE\SOFTWARE/Google/Chrome | User: user1
2025-03-01 09:01:21,2417,file,Operation: write | File: C:/Program Files/config.ini | User: admin
2025-03-01 09:01:21,3170,file,Operation: write | File: C:/Program Files/Common Files/log.txt | User: janedoe
2025-03-01 09:01:23,5794,registry,Operation: create | Key: HKEY_LOCAL_MACHINE\SOFTWARE/Oracle/Java | User: janedoe
2025-03-01 09:01:25,2381,network,SrcIP: 214.112.125.115:20474 → DstIP: 113.110.74.6:80 | User: janedoe
2025-03-01 09:01:26,5061,process_start,Executable: C:/Windows/System32/cmd.exe | User: user1
2025-03-01 09:01:26,4626,network,SrcIP: ###CORRUPT###225.85.105.56:63301 → DstIP: 243.168.66.10:8080 | User: janedoe
2025-03-01 09:01:27,1939,file,Operation: read | File: C:/Windows/System32/data.csv | User: janedoe
2025-03-01 09:01:28,4148,file,Operation: read | File: C:/Users/JohnDoe/Documents/log.txt | User: janedoe
2025-03-01 09:01:28,3527,file,Operation: write | File: C:/Users/JohnDoe/Documents/report.docx | User: admin
2025-03-01 09:01:28,2262,network,SrcIP: 252.94.120.133:10608 → DstIP: 211.224.63.221:8080 | User: user1
2025-03-01 09:01:28,100,registry,Operation: delete | Key: HKEY_LOCAL_MACHINE\SOFTWARE/Adobe/Acrobat Reader | User: admin
2025-03-01 09:01:30,4110,network,SrcIP: 107.67.242.177:13414 → DstIP: 108.227.10.149:80 | User: user1
2025-03-01 09:01:30,2330,file,Operation: write | File: C:/Program Files/log.txt | User: admin
2025-03-01 09:01:32,9515,registry,Operation: modify | Key: HKEY_CURRENT_USER\SOFTWARE/Microsoft/Office/16.0 | User: admin
2025-03-01 09:01:32,15153,file,Operation: modify | File: C:/Windows/System32/drivers/etc/hosts | User: admin
2025-03-01 09:01:32,7038,file,Operation: read | File: C:/Windows/SysWOW64/report.docx | User: janedoe
2025-03-01 09:01:33,4965,network,SrcIP: 224.251.242.196:51428 → DstIP: 237.24.82.34:443 | User: janedoe
2025-03-01 09:01:34,8618,network,SrcIP: 151.65.33.65:56576 → DstIP: 67.116.140.98:8080 | User: johndoe
2025-03-01 09:01:36,6728,process_start,Executable: C:/Windows/SysWOW64/calc.exe | User: user1
2025-03-01 09:01:37,5012,registry,Operation: delete | Key: HKEY_CURRENT_USER\SOFTWARE/Microsoft/Windows NT/CurrentVersion | User: johndoe
2025-03-01 09:01:37,1126,network,SrcIP: 19.188.152.59:20653 → DstIP: 155.211.195.192:443 | User: johndoe
2025-03-01 09:01:37,9810,process_start,Executable: C:/Windows/System32/explorer.exe | User: johndoe
2025-03-01 09:01:37,15153,registry,Operation: modify | Key: HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies | Value: DisableTaskMgr = 1 | User: admin
2025-03-01 09:01:38,7579,network,SrcIP: 12.52.151.52:60803 → DstIP: 131.212.72.0:80 | User: user1
2025-03-01 09:01:38,4371,registry,Operation: delete | Key: HKEY_CURRENT_USER\SOFTWARE/Google/Chrome | User: user1
2025-03-01 09:01:38,6529,network,SrcIP: 207.164.205.23:12853 → DstIP: 126.11.174.223:443 | User: johndoe
2025-03-01 09:01:39,5571,network,SrcIP: 91.207.140.127:40374 → DstIP: 184.148.118.194:443 | User: user1
2025-03-01 09:01:40,9837,registry,Operation: delete | Key: HKEY_LOCAL_MACHINE\SOFTWARE/Google/Chrome | User: janedoe
2025-03-01 09:01:40,6085,process_start,Executable: C:/Windows/SysWOW64/explorer.exe | User: user1
2025-03-01 09:01:41,2767,registry,Operation: delete | Key: HKEY_LOCAL_MACHINE\SOFTWARE/Google/Chrome | User: janedoe
2025-03-01 09:01:42,7440,process_start,Executable: C:/Program Files/winword.exe | User: janedoe
2025-03-01 09:01:42,9984,file,Operation: read | File: C:/Program Files/Common Files/config.ini | User: johndoe
2025-03-01 09:01:44,5469,registry,Operation: modify | Key: HKEY_CURRENT_USER\SOFTWARE/Google/Chrome | User: user1
2025-03-01 09:01:44,6412,file,Operation: write | File: C:/Users/JohnDoe/Desktop/log.txt | User: johndoe
2025-03-01 09:01:45,3683,process_start,Executable: C:/Windows/System32/msedge.exe | User: janedoe
2025-03-01 09:01:47,7979,network,SrcIP: 146.42.165.115:44770 → DstIP: 114.20.125.79:443 | User: janedoe
2025-03-01 09:01:47,2654,registry,Operation: modify | Key: HKEY_LOCAL_MACHINE\SOFTWARE/Oracle/Java | User: user1
2025-03-01 09:01:47,4866,network,SrcIP: 226.135.157.212:3165 → DstIP: 173.123.2.212:80 | User: user1
2025-03-01 09:01:47,4292,process_start,Executable: C:/Windows/SysWOW64/winword.exe | User: johndoe
2025-03-01 09:01:48,3246,registry,Operation: modify | Key: HKEY_CURRENT_USER\SOFTWARE/Microsoft/Windows NT/CurrentVersion | User: user1
2025-03-01 09:01:48,4115,registry,Operation: delete | Key: HKEY_LOCAL_MACHINE\SOFTWARE/Oracle/Java | User: johndoe
2025-03-01 09:01:49,9782,network,SrcIP: 126.254.118.68:33669 → DstIP: 8.50.27.34:8080 | User: user1
2025-03-01 09:01:49,4637,process_start,Executable: C:/Program Files (x86)/cmd.exe | User: admin
2025-03-01 09:01:49,99999,file,Operation: read | File: C:/Users/JohnDoe/Documents/readme.txt | User: janedoe
2025-03-01 09:01:51,4853,registry,Operation: modify | Key: HKEY_CURRENT_USER\SOFTWARE/Google/Chrome | User: admin
2025-03-01 09:01:51,99999,registry,Operation: create | Key: HKEY_LOCAL_MACHINE\SOFTWARE/Adobe/Acrobat Reader | User: admin
2025-03-01 09:01:53,9346,process_start,Executable: C:/Users/JohnDoe/AppData/Local/Programs/cmd.exe | User: johndoe
2025-03-01 09:01:55,8869,file,Operation: write | File: C:/Program Files/log.txt | User: janedoe
2025-03-01 09:01:55,5896,network,SrcIP: 15.200.134.253:22027 → DstIP: 152.193.180.145:80 | User: admin
2025-03-01 09:01:55,3353,file,Operation: write | File: C:/Program Files/image.png | User: janedoe
2025-03-01 09:01:55,8405,file,Operation: write | File: C:/Program Files/Common Files/data.csv | User: user1
2025-03-01 09:01:57,6432,registry,Operation: create | Key: HKEY_CURRENT_USER\SOFTWARE/Oracle/Java | User: janedoe
2025-03-01 09:01:58,4974,network,SrcIP: 131.197.58.137:5313 → DstIP: 16.162.237.208:443 | User: janedoe
2025-03-01 09:01:58,9856,process_start,Executable: C:/Windows/System32/explorer.exe | User: admin
2025-03-01 09:01:59,4022,process_start,Executable: C:/Program Files (x86)/powershell.exe | User: user1
2025-03-01 09:01:59,5999,registry,Operation: create | Key: HKEY_LOCAL_MACHINE\SOFTWARE/Oracle/Java | User: admin
2025-03-01 09:01:59,2389,network,SrcIP: 78.5.49.63:44972 → DstIP: 236.105.102.94:443 | User: admin
2025-03-01 09:02:00,4300,registry,Operation: modify | Key: HKEY_CURRENT_USER\SOFTWARE/Google/Chrome | User: janedoe
2025-03-01 09:02:01,2749,network,SrcIP: 163.85.40.150:5235 → DstIP: 22.193.63.141:443 | User: user1
2025-03-01 09:02:02,5107,network,SrcIP: 135.0.204.95:46604 → DstIP: 175.121.188.26:443 | User: johndoe
2025-03-01 09:02:02,1152,file,Operation: write | File: C:/Program Files/Common Files/data.csv | User: admin
2025-03-01 09:02:02,8889,file,Operation: read | File: C:/Program Files/readme.txt | User: admin
2025-03-01 09:02:03,9747,file,Operation: write | File: C:/Program Files/readme.txt | User: janedoe
2025-03-01 09:02:04,8371,registry,Operation: create | Key: HKEY_CURRENT_USER\SOFTWARE/Microsoft/Windows NT/CurrentVersion | User: admin
2025-03-01 09:02:06,3627,registry,Operation: modify | Key: HKEY_CURRENT_USER\SOFTWARE/Google/Chrome | User: admin
2025-03-01 09:02:08,2943,file,Operation: read | File: C:/Windows/System32/log.txt | User: user1
2025-03-01 09:02:09,9866,process_start,Executable: C:/Windows/System32/winword.exe | User: janedoe
2025-03-01 09:02:10,7626,network,SrcIP: 143.24.9.183:12474 → DstIP: 226.133.182.81:8080 | User: admin
2025-03-01 09:02:12,9369,file,Operation: write | File: C:/Program Files/image.png | User: user1
2025-03-01 09:02:13,3787,registry,Operation: delete | Key: HKEY_CURRENT_USER\SOFTWARE/Oracle/Java | User: user1
2025-03-01 09:02:13,1582,network,SrcIP: 152.13.54.108:25851 → DstIP: 207.160.176.110:8080 | User: user1
2025-03-01 09:02:14,9017,process_start,Executable: C:/Program Files (x86)/svchost.exe | User: johndoe
2025-03-01 09:02:15,2526,file,Operation: read | File: C:/Windows/SysWOW64/log.txt | User: janedoe
2025-03-01 09:02:17,7719,network,SrcIP: 238.76.2.213:49093 → DstIP: 251.22.20.240:8080 | User: janedoe
2025-03-01 09:02:18,4015,process_start,Executable: C:/Windows/System32/excel.exe | User: admin
2025-03-01 09:02:20,4016,registry,Operation: create | Key: HKEY_CURRENT_USER\SOFTWARE/Adobe/Acrobat Reader | User: johndoe
2025-03-01 09:02:21,7098,network,SrcIP: 182.250.188.29:16906 → DstIP: 167.197.217.126:443 | User: johndoe
2025-03-01 09:02:22,5989,network,SrcIP: 201.74.185.243:43320 → DstIP: 184.188.157.10:8080 | User: admin
2025-03-01 09:02:22,1510,process_start,Executable: C:/Users/JohnDoe/AppData/Local/Programs/winword.exe | User: admin
2025-03-01 09:02:23,3150,process_start,Executable: C:/Windows/SysWOW64/notepad.exe | User: johndoe
2025-03-01 09:02:25,3750,file,Operation: read | File: C:/Windows/System32/readme.txt | User: user1
2025-03-01 09:02:25,2702,file,Operation: read | File: C:/Program Files/image.png | User: johndoe
2025-03-01 09:02:26,3102,network,SrcIP: 21.104.70.118:48531 → DstIP: 79.107.62.190:80 | User: user1
2025-03-01 09:02:26,8460,process_start,Executable: C:/Users/JohnDoe/AppData/Local/Programs/cmd.exe | User: johndoe
2025-03-01 09:02:27,4166,registry,Operation: modify | Key: HKEY_CURRENT_USER\SOFTWARE/Adobe/Acrobat Reader | User: janedoe
2025-03-01 09:02:27,2832,process_start,Executable: C:/Windows/SysWOW64/excel.exe | User: johndoe
2025-03-01 09:02:29,9064,network,SrcIP: 186.119.30.252:55702 → DstIP: 65.210.159.172:80 | User: johndoe
2025-03-01 09:02:29,1510,registry,Operation: modify | Key: HKEY_LOCAL_MACHINE\SOFTWARE/Microsoft/Office/16.0 | User: janedoe
2025-03-01 09:02:30,8303,network,SrcIP: 207.120.158.167:47111 → DstIP: 54.123.236.76:80 | User: admin
2025-03-01 09:02:31,7098,registry,Operation: modify | Key: HKEY_LOCAL_MACHINE\SOFTWARE/Oracle/Java | User: admin
2025-03-01 09:02:31,3871,file,Operation: read | File: C:/Users/JohnDoe/Documents/image.png | User: johndoe
2025-03-01 09:02:31,5102,network,SrcIP: 79.164.135.91:1605 → DstIP: 114.236.8.225:443 | User: johndoe
2025-03-01 09:02:32,5102,file,"Operation: write | File: C:/Users/JohnDoe/Desktop/data.csv,unexpected | User: admin"
2025-03-01 09:02:32,1085,registry,Operation: create | Key: HKEY_LOCAL_MACHINE\SOFTWARE/Microsoft/Windows NT/CurrentVersion | User: user1
2025-03-01 09:02:32,1845,file,Operation: read | File: C:/Program Files/Common Files/report.docx | User: user1
2025-03-01 09:02:33,5509,registry,Operation: delete | Key: HKEY_CURRENT_USER\SOFTWARE/Adobe/Acrobat Reader | User: admin
2025-03-01 09:02:33,9937,file,Operation: read | File: C:/Windows/System32/data.csv | User: johndoe
2025-03-01 09:02:35,9064,process_start,Executable: C:/Windows/SysWOW64/winword.exe | User: admin
2025-03-01 09:02:37,7163,network,SrcIP: 122.52.92.96:9694 → DstIP: 255.76.117.61:443 | User: johndoe
2025-03-01 09:02:38,1355,registry,Operation: delete | Key: HKEY_LOCAL_MACHINE\SOFTWARE/Oracle/Java | User: janedoe
2025-03-01 09:02:39,3539,registry,Operation: delete | Key: HKEY_CURRENT_USER\SOFTWARE/Google/Chrome | User: admin
2025-03-01 09:02:40,9674,file,Operation: write | File: C:/Users/JohnDoe/Documents/data.csv | User: user1
2025-03-01 09:02:41,6868,process_start,"Executable: C:/Windows/SysWOW64/svchost.exe,unexpected | User: janedoe"
2025-03-01 09:02:41,3988,file,Operation: read | File: C:/Windows/SysWOW64/log.txt | User: johndoe
2025-03-01 09:02:42,9202,process_start,Executable: C:/Users/JohnDoe/AppData/Local/Programs/notepad.exe | User: johndoe
2025-03-01 09:02:42,8975,network,SrcIP: 51.228.191.134:8616 → DstIP: 123.34.94.211:8080 | User: user1
2025-03-01 09:02:45,2481,process_start,Executable: C:/Program Files/msedge.exe | User: johndoe
2025-03-01 09:02:45,1187,file,Operation: read | File: C:/Program Files/Common Files/log.txt | User: janedoe
2025-03-01 09:02:46,3847,process_start,Executable: C:/Windows/System32/powershell.exe | User: johndoe
2025-03-01 09:02:46,7022,registry,Operation: create | Key: HKEY_CURRENT_USER\SOFTWARE/Oracle/Java | User: johndoe
2025-03-01 09:02:47,2465,registry,Operation: create | Key: HKEY_LOCAL_MACHINE\SOFTWARE/Oracle/Java | User: admin
2025-03-01 09:02:47,6107,registry,Operation: modify | Key: HKEY_CURRENT_USER\SOFTWARE/Oracle/Java | User: johndoe
2025-03-01 09:02:48,3804,network,SrcIP: 117.85.82.146:16615 → DstIP: 47.89.78.82:80 | User: johndoe
2025-03-01 09:02:52,9918,registry,Operation: create | Key: HKEY_CURRENT_USER\SOFTWARE/Adobe/Acrobat Reader | User: janedoe
2025-03-01 09:02:53,6924,registry,Operation: modify | Key: HKEY_CURRENT_USER\SOFTWARE/Microsoft/Office/16.0 | User: janedoe
2025-03-01 09:02:54,8069,registry,Operation: delete | Key: HKEY_LOCAL_MACHINE\SOFTWARE/Microsoft/Windows NT/CurrentVersion | User: admin
2025-03-01 09:02:55,2029,process_start,Executable: C:/Program Files/calc.exe | User: user1
2025-03-01 09:02:56,6152,registry,Operation: modify | Key: HKEY_LOCAL_MACHINE\SOFTWARE/Google/Chrome | User: janedoe
2025-03-01 09:02:57,8405,process_start,Executable: C:/Windows/SysWOW64/msedge.exe | User: johndoe
2025-03-01 09:02:57,7813,network,SrcIP: 245.144.182.39:61534 → DstIP: 158.170.60.184:80 | User: user1
2025-03-01 09:02:58,1301,process_start,Executable: C:/Users/JohnDoe/AppData/Local/Programs/excel.exe | User: user1
2025-03-01 09:02:58,5314,registry,Operation: modify | Key: HKEY_CURRENT_USER\SOFTWARE/Microsoft/Windows NT/CurrentVersion | User: user1
2025-03-01 09:02:59,2843,registry,Operation: delete | Key: HKEY_CURRENT_USER\SOFTWARE/Adobe/Acrobat Reader | User: johndoe
